trade_date,top_fraction,stock_count,top_count,top_amount_trillion,total_amount_trillion,crowding_pct,source
20260722,0.05,5198,260,1.41410561466204,2.65316611339412,53.298796766743514,沪深京A股实时行情 / AKShare
